=== DECILE_WINRATE_REPORT ===
Generated: 2026-03-29 14:10:06
ST   ATR    Vol    RSI    ADX    EMA    BBW    R_BSP  B_BSP  RT_BSP S_BSP  Total    Wins   Win Rate   PnL       
5M   10     10     20     70     30     10     -1     -1     1      1      1        0      0.0% -0.26     
5M   10     10     20     100    20     10     0      0      0      0      1        0      0.0% -0.08     
5M   10     10     30     10     10     10     0      0      0      0      1        0      0.0% -0.08     
5M   10     10     30     10     20     10     0      0      1      1      1        0      0.0% -0.19     
5M   10     10     30     10     20     20     -1     0      0      0      1        1      100.0% 0.07      
5M   10     10     30     10     30     10     1      1      0      0      1        0      0.0% -0.26     
5M   10     10     30     40     10     10     -1     0      0      0      1        0      0.0% -0.04     
5M   10     10     30     40     10     20     1      0      0      0      1        0      0.0% -0.15     
5M   10     10     30     50     20     10     -1     0      0      0      1        1      100.0% 0.05      
5M   10     10     30     60     10     20     1      1      1      1      1        1      100.0% 0.06      
5M   10     10     30     60     30     10     0      0      0      0      1        1      100.0% 0.07      
5M   10     10     30     60     40     10     0      0      0      0      1        1      100.0% 0.10      
5M   10     10     30     70     30     10     0      0      1      1      1        0      0.0% -0.08     
5M   10     10     30     100    10     10     0      0      0      0      1        0      0.0% -0.04     
5M   10     10     40     10     20     10     -1     0      0      0      2        0      0.0% -0.26     
5M   10     10     40     10     20     10     0      0      0      0      1        0      0.0% -0.07     
5M   10     10     40     20     10     10     -1     -1     1      1      1        0      0.0% -0.07     
5M   10     10     40     30     10     20     0      0      0      0      1        0      0.0% -0.10     
5M   10     10     40     40     10     10     -1     0      0      0      1        1      100.0% 0.27      
5M   10     10     40     40     10     10     0      -1     0      0      2        1      50.0% 0.01      
5M   10     10     40     40     10     10     0      0      0      0      1        0      0.0% -0.05     
5M   10     10     40     40     10     10     1      0      0      0      1        0      0.0% -0.04     
5M   10     10     40     40     20     30     1      0      -1     -1     1        0      0.0% -0.07     
5M   10     10     40     40     30     10     -1     0      0      0      1        0      0.0% -0.23     
5M   10     10     40     40     40     10     0      0      0      0      1        0      0.0% -0.16     
5M   10     10     40     40     40     20     -1     0      -1     -1     1        1      100.0% 0.08      
5M   10     10     40     50     20     10     -1     -1     -1     -1     1        0      0.0% -0.25     
5M   10     10     40     50     20     10     -1     0      0      0      1        0      0.0% -0.04     
5M   10     10     40     60     10     10     0      0      0      0      1        0      0.0% -0.07     
5M   10     10     40     70     10     20     1      0      1      1      1        0      0.0% -0.16     
5M   10     10     40     70     20     10     1      0      0      0      1        0      0.0% -0.13     
5M   10     10     40     70     40     20     -1     -1     1      1      1        1      100.0% 0.11      
5M   10     10     40     90     70     50     -1     -1     0      0      1        0      0.0% -0.35     
5M   10     10     50     10     10     10     0      0      -1     -1     1        1      100.0% 0.25      
5M   10     10     50     10     10     10     0      0      0      0      2        0      0.0% -0.10     
5M   10     10     50     10     10     10     1      0      -1     -1     1        0      0.0% -0.25     
5M   10     10     50     10     10     20     0      0      0      0      1        0      0.0% -0.14     
5M   10     10     50     10     20     10     -1     0      0      0      2        1      50.0% 0.15      
5M   10     10     50     10     30     30     -1     0      0      0      1        1      100.0% 0.25      
5M   10     10     50     10     40     40     0      0      0      0      1        0      0.0% -0.18     
5M   10     10     50     10     50     20     1      0      0      0      1        0      0.0% -0.14     
5M   10     10     50     20     10     10     0      0      0      0      2        0      0.0% -0.54     
5M   10     10     50     20     10     10     0      0      1      1      1        0      0.0% -0.18     
5M   10     10     50     20     10     20     -1     0      0      0      1        1      100.0% 0.07      
5M   10     10     50     20     20     10     -1     0      -1     -1     1        0      0.0% -0.14     
5M   10     10     50     20     20     10     0      0      0      0      1        0      0.0% -0.17     
5M   10     10     50     30     10     10     -1     0      0      0      1        0      0.0% -0.07     
5M   10     10     50     30     10     10     0      0      1      1      1        0      0.0% -0.12     
5M   10     10     50     30     10     20     -1     0      1      1      1        1      100.0% 0.20      
5M   10     10     50     30     40     10     -1     0      0      0      1        1      100.0% 0.05      
5M   10     10     50     40     10     10     0      0      0      0      1        0      0.0% -0.07     
5M   10     10     50     40     10     10     1      0      -1     -1     1        1      100.0% 0.08      
5M   10     10     50     40     20     10     0      0      0      0      1        0      0.0% -0.15     
5M   10     10     50     40     20     10     0      0      1      1      1        0      0.0% -0.10     
5M   10     10     50     50     10     10     1      0      0      0      1        1      100.0% 0.42      
5M   10     10     50     50     30     20     1      0      0      0      1        1      100.0% 0.22      
5M   10     10     50     100    10     40     0      0      0      0      1        0      0.0% -0.04     
5M   10     10     60     10     10     10     0      0      0      0      4        1      25.0% -0.08     
5M   10     10     60     10     10     10     0      0      1      1      1        0      0.0% -0.16     
5M   10     10     60     10     10     20     0      0      0      0      1        0      0.0% -0.12     
5M   10     10     60     20     10     10     0      0      0      0      3        1      33.3% -0.07     
5M   10     10     60     20     10     10     1      0      0      0      2        1      50.0% 0.03      
5M   10     10     60     20     10     30     1      0      -1     -1     1        0      0.0% -0.22     
5M   10     10     60     20     20     10     0      0      0      0      1        0      0.0% -0.06     
5M   10     10     60     20     20     10     1      0      0      0      1        0      0.0% -0.05     
5M   10     10     60     20     20     20     0      0      0      0      1        0      0.0% -0.05     
5M   10     10     60     30     10     20     -1     0      1      1      1        0      0.0% -0.04     
5M   10     10     60     30     20     10     1      0      0      0      1        1      100.0% 0.06      
5M   10     10     60     30     30     10     0      0      0      0      1        0      0.0% -0.17     
5M   10     10     60     40     10     10     -1     0      0      0      2        1      50.0% 0.22      
5M   10     10     60     40     10     10     0      0      0      0      1        0      0.0% -0.15     
5M   10     10     60     50     10     10     0      0      0      0      1        0      0.0% -0.20     
5M   10     10     60     50     10     20     -1     -1     -1     -1     1        0      0.0% -0.04     
5M   10     10     60     50     40     20     0      0      0      0      1        0      0.0% -0.10     
5M   10     10     60     60     10     10     0      0      1      1      1        0      0.0% -0.09     
5M   10     10     60     70     20     10     0      -1     0      0      1        0      0.0% -0.17     
5M   10     10     60     100    10     10     0      0      0      0      1        0      0.0% -0.03     
5M   10     10     70     10     10     10     1      0      0      0      1        0      0.0% -0.10     
5M   10     10     70     20     20     10     1      0      0      0      1        0      0.0% -0.18     
5M   10     10     70     20     20     20     1      0      -1     -1     1        0      0.0% -0.08     
5M   10     10     70     30     10     30     0      0      0      0      1        0      0.0% -0.20     
5M   10     10     70     40     10     10     0      0      0      0      1        0      0.0% -0.03     
5M   10     10     70     40     10     10     1      0      0      0      1        1      100.0% 0.11      
5M   10     10     70     40     20     10     1      0      -1     -1     1        0      0.0% -0.06     
5M   10     10     70     40     20     10     1      0      0      0      2        0      0.0% -0.16     
5M   10     10     70     40     50     10     0      0      0      0      1        1      100.0% 0.51      
5M   10     10     80     10     10     10     -1     -1     1      1      1        1      100.0% 0.26      
5M   10     10     80     10     10     10     -1     0      0      0      1        1      100.0% 0.18      
5M   10     10     80     10     10     20     -1     0      0      0      1        0      0.0% -0.22     
5M   10     10     80     10     10     30     0      0      0      0      1        0      0.0% -0.14     
5M   10     10     80     10     30     20     1      0      0      0      2        2      100.0% 0.20      
5M   10     10     80     10     40     10     -1     0      0      0      1        0      0.0% -0.08     
5M   10     10     80     30     20     10     0      0      0      0      1        1      100.0% 0.16      
5M   10     10     80     30     20     10     1      0      0      0      1        1      100.0% 0.15      
5M   10     10     80     40     10     40     1      0      1      1      1        0      0.0% -0.08     
5M   10     10     80     40     40     10     -1     0      0      0      1        1      100.0% 0.08      
5M   10     10     80     50     10     10     0      0      0      0      1        0      0.0% -0.05     
5M   10     10     80     50     20     10     1      0      1      1      1        1      100.0% 0.18      
5M   10     10     80     50     30     10     0      0      0      0      1        0      0.0% -0.04     
5M   10     10     80     50     30     30     0      0      0      0      1        0      0.0% -0.12     
5M   10     10     80     60     10     10     0      0      0      0      1        0      0.0% -0.05     
5M   10     10     80     60     10     10     1      0      0      0      1        0      0.0% -0.09     
5M   10     10     80     60     20     10     1      0      0      0      1        0      0.0% -0.06     
5M   10     10     80     60     20     10     1      1      0      0      1        1      100.0% 0.06      
5M   10     10     80     60     20     20     0      0      0      0      1        0      0.0% -0.07     
5M   10     10     80     70     20     20     1      0      0      0      1        1      100.0% 0.05      
5M   10     10     80     100    20     10     0      0      0      0      1        0      0.0% -0.15     
5M   10     10     90     10     10     10     1      1      -1     -1     1        0      0.0% -0.07     
5M   10     10     90     10     20     10     0      0      0      0      1        0      0.0% -0.06     
5M   10     10     90     30     20     30     1      0      0      0      1        0      0.0% -0.09     
5M   10     10     90     30     60     10     1      0      0      0      1        0      0.0% -0.19     
5M   10     10     90     40     10     10     -1     0      0      0      1        1      100.0% 0.13      
5M   10     10     90     50     10     20     1      0      0      0      1        0      0.0% -0.19     
5M   10     10     90     100    60     10     0      0      0      0      1        0      0.0% -0.38     
5M   10     10     100    10     10     10     0      0      -1     -1     1        0      0.0% -0.20     
5M   10     10     100    10     10     10     1      -1     0      0      1        0      0.0% -0.21     
5M   10     10     100    10     50     20     1      0      0      0      1        0      0.0% -0.11     
5M   10     10     100    30     10     10     1      0      0      0      1        0      0.0% -0.33     
5M   10     10     100    30     20     10     0      0      0      0      1        0      0.0% -0.18     
5M   10     10     100    40     10     10     0      0      -1     -1     1        0      0.0% -0.28     
5M   10     10     100    60     20     10     0      0      0      0      1        0      0.0% -0.04     
5M   10     10     100    60     20     20     0      0      -1     -1     1        1      100.0% 0.29      
5M   10     10     100    60     30     50     0      1      0      0      1        0      0.0% -0.05     
5M   10     10     100    70     30     10     0      0      -1     -1     1        0      0.0% -0.20     
5M   10     10     100    70     70     60     -1     0      0      0      1        0      0.0% -0.15     
5M   10     10     100    90     20     20     0      0      -1     -1     1        0      0.0% -0.12     
5M   10     10     100    90     30     20     0      0      1      1      1        1      100.0% 0.04      
5M   10     10     100    90     40     20     -1     1      0      0      1        0      0.0% -0.05     
5M   10     10     100    100    20     20     -1     0      0      0      1        1      100.0% 0.09      
5M   10     10     100    100    30     30     0      0      0      0      1        0      0.0% -0.21     
5M   10     20     30     40     30     10     0      0      0      0      1        0      0.0% -0.09     
5M   10     20     50     20     10     10     0      0      0      0      1        0      0.0% -0.10     
5M   10     50     40     20     40     20     0      -1     -1     -1     1        1      100.0% 0.86      
5M   20     10     10     10     30     20     1      0      -1     -1     1        0      0.0% -0.10     
5M   20     10     10     50     40     20     -1     0      0      0      1        1      100.0% 0.19      
5M   20     10     10     60     50     20     0      0      0      0      1        0      0.0% -0.20     
5M   20     10     10     70     70     60     -1     -1     0      0      1        0      0.0% -0.41     
5M   20     10     10     90     20     10     0      0      0      0      1        0      0.0% -0.08     
5M   20     10     10     100    40     20     0      -1     0      0      1        0      0.0% -0.11     
5M   20     10     10     100    60     40     0      0      0      0      1        0      0.0% -0.22     
5M   20     10     10     100    80     10     0      0      0      0      1        0      0.0% -0.39     
5M   20     10     20     10     30     20     -1     -1     1      1      1        1      100.0% 0.12      
5M   20     10     20     70     30     60     -1     0      0      0      1        0      0.0% -0.06     
5M   20     10     20     90     80     70     0      0      0      0      1        0      0.0% -0.25     
5M   20     10     30     10     20     30     0      0      -1     -1     1        0      0.0% -0.29     
5M   20     10     30     10     30     20     -1     -1     0      0      1        0      0.0% -0.14     
5M   20     10     30     10     30     20     0      0      0      0      1        0      0.0% -0.21     
5M   20     10     30     10     30     20     1      -1     0      0      1        1      100.0% 0.21      
5M   20     10     30     10     60     20     -1     0      0      0      1        0      0.0% -0.23     
5M   20     10     30     10     60     20     0      0      0      0      1        0      0.0% -0.09     
5M   20     10     30     30     20     10     1      0      0      0      1        0      0.0% -0.25     
5M   20     10     30     30     20     20     0      0      0      0      1        1      100.0% 0.10      
5M   20     10     30     30     30     20     -1     0      1      1      1        0      0.0% -0.08     
5M   20     10     30     40     10     20     0      0      0      0      1        1      100.0% 0.06      
5M   20     10     30     40     10     30     1      0      1      1      1        1      100.0% 0.64      
5M   20     10     30     40     40     20     1      0      0      0      1        1      100.0% 0.15      
5M   20     10     30     50     10     10     0      -1     0      0      1        0      0.0% -0.06     
5M   20     10     30     50     40     20     1      0      0      0      1        1      100.0% 0.11      
5M   20     10     30     50     60     20     1      0      0      0      1        0      0.0% -0.13     
5M   20     10     30     60     30     10     0      0      0      0      1        0      0.0% -0.18     
5M   20     10     30     60     30     20     0      0      0      0      2        0      0.0% -0.29     
5M   20     10     30     60     40     20     0      0      1      1      1        1      100.0% 0.23      
5M   20     10     30     60     60     30     1      0      0      0      1        0      0.0% -0.13     
5M   20     10     30     70     20     20     0      0      0      0      1        1      100.0% 0.08      
5M   20     10     30     70     50     20     0      0      0      0      1        0      0.0% -0.06     
5M   20     10     40     10     30     10     1      0      0      0      1        1      100.0% 0.17      
5M   20     10     40     30     10     10     -1     0      0      0      1        0      0.0% -0.06     
5M   20     10     40     30     30     10     0      0      0      0      1        0      0.0% -0.12     
5M   20     10     40     40     30     10     -1     0      0      0      1        0      0.0% -0.17     
5M   20     10     40     40     40     20     0      0      0      0      1        1      100.0% 0.14      
5M   20     10     40     50     20     10     0      0      1      1      1        0      0.0% -0.09     
5M   20     10     40     50     20     10     1      0      1      1      1        0      0.0% -0.12     
5M   20     10     40     60     40     40     0      0      1      1      1        1      100.0% 0.14      
5M   20     10     40     70     10     10     0      -1     0      0      1        1      100.0% 0.11      
5M   20     10     40     100    40     30     -1     0      0      0      1        0      0.0% -0.03     
5M   20     10     50     10     10     10     -1     0      0      0      1        0      0.0% -0.06     
5M   20     10     50     10     10     20     -1     0      0      0      1        1      100.0% 0.08      
5M   20     10     50     10     20     10     0      -1     1      1      1        0      0.0% -0.10     
5M   20     10     50     10     20     10     0      0      0      0      1        0      0.0% -0.25     
5M   20     10     50     10     20     20     -1     0      0      0      2        0      0.0% -0.61     
5M   20     10     50     10     20     20     -1     0      1      1      1        1      100.0% 0.06      
5M   20     10     50     20     10     10     0      0      0      0      2        1      50.0% -0.00     
5M   20     10     50     20     10     10     1      0      -1     -1     1        1      100.0% 0.17      
5M   20     10     50     20     10     20     1      0      1      1      1        1      100.0% 0.05      
5M   20     10     50     20     10     40     1      0      -1     -1     1        1      100.0% 0.31      
5M   20     10     50     20     20     30     -1     0      0      0      1        1      100.0% 0.06      
5M   20     10     50     20     20     40     -1     0      0      0      1        0      0.0% -0.17     
5M   20     10     50     20     30     20     -1     0      -1     -1     1        1      100.0% 0.09      
5M   20     10     50     20     30     40     0      0      0      0      1        0      0.0% -0.20     
5M   20     10     50     20     50     50     0      0      0      0      1        0      0.0% -0.09     
5M   20     10     50     30     10     10     1      0      0      0      1        0      0.0% -0.10     
5M   20     10     50     30     10     20     1      0      1      1      1        0      0.0% -0.09     
5M   20     10     50     60     10     30     0      -1     -1     -1     1        1      100.0% 0.44      
5M   20     10     60     10     10     10     0      0      1      1      1        0      0.0% -0.09     
5M   20     10     60     10     10     10     1      1      0      0      1        0      0.0% -0.11     
5M   20     10     60     10     10     20     0      0      0      0      1        0      0.0% -0.04     
5M   20     10     60     10     20     10     -1     0      -1     -1     1        0      0.0% -0.13     
5M   20     10     60     10     20     10     1      0      0      0      1        1      100.0% 0.09      
5M   20     10     60     10     20     20     0      0      0      0      1        0      0.0% -0.04     
5M   20     10     60     10     20     30     1      0      1      1      1        0      0.0% -0.12     
5M   20     10     60     10     50     20     0      0      0      0      1        0      0.0% -0.12     
5M   20     10     60     20     10     20     0      0      0      0      1        0      0.0% -0.13     
5M   20     10     60     20     40     10     0      0      0      0      1        0      0.0% -0.11     
5M   20     10     60     30     10     50     0      0      0      0      1        0      0.0% -0.10     
5M   20     10     60     40     10     20     -1     0      0      0      1        0      0.0% -0.22     
5M   20     10     60     40     10     20     0      0      0      0      1        0      0.0% -0.13     
5M   20     10     60     40     20     20     0      0      0      0      1        0      0.0% -0.03     
5M   20     10     60     40     40     20     0      -1     1      1      1        0      0.0% -0.14     
5M   20     10     60     60     40     10     0      0      -1     -1     1        0      0.0% -0.31     
5M   20     10     60     70     10     10     1      0      0      0      1        0      0.0% -0.13     
5M   20     10     70     10     10     20     -1     0      0      0      1        1      100.0% 0.39      
5M   20     10     70     10     10     30     -1     0      1      1      1        1      100.0% 0.17      
5M   20     10     70     10     20     20     0      0      0      0      1        0      0.0% -0.09     
5M   20     10     70     10     20     20     1      0      0      0      1        1      100.0% 0.11      
5M   20     10     70     10     30     10     -1     0      0      0      1        0      0.0% -0.10     
5M   20     10     70     20     10     10     1      0      -1     -1     1        0      0.0% -0.09     
5M   20     10     70     20     10     20     0      0      0      0      1        0      0.0% -0.07     
5M   20     10     70     20     10     30     0      0      1      1      1        0      0.0% -0.27     
5M   20     10     70     20     20     20     1      1      -1     -1     1        0      0.0% -0.05     
5M   20     10     70     20     30     20     1      0      0      0      1        0      0.0% -0.16     
5M   20     10     70     20     40     20     0      0      0      0      1        0      0.0% -0.26     
5M   20     10     70     30     30     20     1      0      0      0      1        0      0.0% -0.05     
5M   20     10     70     40     20     10     1      0      0      0      1        0      0.0% -0.07     
5M   20     10     70     40     20     20     1      0      1      1      1        1      100.0% 0.09      
5M   20     10     70     50     40     20     0      0      0      0      1        0      0.0% -0.18     
5M   20     10     70     60     20     10     0      0      1      1      1        0      0.0% -0.08     
5M   20     10     80     20     20     20     1      0      0      0      2        0      0.0% -0.24     
5M   20     10     80     20     40     40     0      0      0      0      1        0      0.0% -0.15     
5M   20     10     80     30     20     10     1      0      0      0      1        0      0.0% -0.09     
5M   20     10     80     30     20     20     1      0      -1     -1     1        0      0.0% -0.07     
5M   20     10     80     40     20     20     1      0      0      0      1        0      0.0% -0.12     
5M   20     10     80     40     30     10     1      0      1      1      1        0      0.0% -0.23     
5M   20     10     80     40     40     10     1      0      1      1      1        1      100.0% 0.17      
5M   20     10     80     50     10     10     0      0      0      0      1        1      100.0% 0.06      
5M   20     10     80     50     10     20     0      0      0      0      1        0      0.0% -0.09     
5M   20     10     80     50     20     10     1      0      1      1      1        0      0.0% -0.34     
5M   20     10     80     50     20     20     0      0      0      0      1        0      0.0% -0.04     
5M   20     10     80     50     30     20     0      0      0      0      1        1      100.0% 0.12      
5M   20     10     80     50     30     30     1      0      0      0      1        0      0.0% -0.12     
5M   20     10     80     60     20     10     1      1      1      1      1        0      0.0% -0.06     
5M   20     10     80     60     50     20     0      0      0      0      1        0      0.0% -0.08     
5M   20     10     80     70     10     10     0      0      1      1      1        0      0.0% -0.04     
5M   20     10     90     10     40     10     -1     0      0      0      1        0      0.0% -0.06     
5M   20     10     90     40     20     20     0      0      0      0      1        0      0.0% -0.15     
5M   20     10     90     40     30     10     0      1      0      0      1        0      0.0% -0.18     
5M   20     10     90     50     40     10     0      0      0      0      1        0      0.0% -0.16     
5M   20     10     90     70     20     20     0      0      0      0      1        0      0.0% -0.11     
5M   20     10     90     70     60     50     0      0      0      0      1        1      100.0% 0.32      
5M   20     10     90     100    20     10     0      0      0      0      1        0      0.0% -0.13     
5M   20     10     90     100    40     30     0      0      -1     -1     1        1      100.0% 0.09      
5M   20     10     100    10     40     20     -1     0      -1     -1     1        1      100.0% 0.18      
5M   20     10     100    10     40     20     1      0      0      0      1        0      0.0% -0.17     
5M   20     10     100    10     40     20     1      1      0      0      1        1      100.0% 0.29      
5M   20     10     100    40     30     10     0      0      0      0      1        0      0.0% -0.12     
5M   20     10     100    50     40     20     0      0      0      0      1        0      0.0% -0.16     
5M   20     10     100    60     50     30     1      0      0      0      1        1      100.0% 0.16      
5M   20     10     100    90     40     20     1      0      1      1      1        1      100.0% 0.07      
5M   20     10     100    100    20     10     0      0      0      0      1        0      0.0% -0.11     
5M   20     10     100    100    80     60     0      0      0      0      1        1      100.0% 0.15      
5M   20     20     20     60     20     10     1      0      1      1      1        0      0.0% -0.06     
5M   20     20     30     40     20     30     1      0      0      0      1        0      0.0% -0.11     
5M   20     20     40     40     30     10     -1     -1     1      1      1        0      0.0% -0.15     
5M   20     20     100    40     20     30     1      0      1      1      1        0      0.0% -0.36     
5M   20     30     50     30     20     20     -1     0      0      0      1        1      100.0% 0.19      
5M   20     30     70     10     20     20     1      0      0      0      1        0      0.0% -0.15     
5M   20     30     90     30     30     20     0      0      0      0      1        1      100.0% 0.09      
5M   20     40     30     40     30     30     -1     0      1      1      1        0      0.0% -0.36     
5M   20     60     20     100    30     10     0      -1     1      1      1        0      0.0% -0.10     
5M   30     10     10     10     30     10     0      0      1      1      1        0      0.0% -0.13     
5M   30     10     10     30     40     10     0      -1     0      0      1        1      100.0% 0.11      
5M   30     10     10     50     10     40     0      0      0      0      1        0      0.0% -0.14     
5M   30     10     10     60     50     40     0      0      0      0      1        0      0.0% -0.20     
5M   30     10     10     70     30     50     0      0      -1     -1     1        0      0.0% -0.20     
5M   30     10     10     70     30     50     0      0      0      0      1        0      0.0% -0.08     
5M   30     10     10     100    50     20     0      -1     1      1      1        1      100.0% 0.11      
5M   30     10     10     100    60     20     0      -1     -1     -1     1        0      0.0% -0.11     
5M   30     10     10     100    80     50     0      0      1      1      1        0      0.0% -0.13     
5M   30     10     20     40     30     30     0      0      0      0      1        0      0.0% -0.17     
5M   30     10     20     60     60     30     1      0      0      0      1        1      100.0% 0.11      
5M   30     10     20     70     40     20     0      0      0      0      1        1      100.0% 0.10      
5M   30     10     20     70     40     100    1      0      0      0      1        0      0.0% -0.31     
5M   30     10     30     30     30     10     0      0      1      1      1        1      100.0% 0.32      
5M   30     10     30     50     20     10     1      0      0      0      1        1      100.0% 0.19      
5M   30     10     30     60     20     20     0      0      0      0      1        1      100.0% 0.05      
5M   30     10     30     70     80     100    1      0      0      0      1        0      0.0% -0.49     
5M   30     10     30     100    50     90     0      0      0      0      1        1      100.0% 0.18      
5M   30     10     40     10     30     30     -1     0      0      0      1        1      100.0% 0.21      
5M   30     10     40     10     30     80     0      0      0      0      1        1      100.0% 0.20      
5M   30     10     40     20     10     20     0      0      0      0      1        1      100.0% 0.20      
5M   30     10     40     20     10     30     1      0      1      1      1        0      0.0% -0.26     
5M   30     10     40     30     10     80     1      0      -1     -1     1        1      100.0% 0.32      
5M   30     10     40     30     30     10     -1     0      0      0      1        0      0.0% -0.15     
5M   30     10     40     30     30     30     0      0      1      1      1        0      0.0% -0.09     
5M   30     10     40     30     40     10     -1     0      1      1      1        0      0.0% -0.17     
5M   30     10     40     30     40     20     1      0      0      0      1        1      100.0% 0.11      
5M   30     10     40     40     40     20     1      0      0      0      1        1      100.0% 0.18      
5M   30     10     40     50     40     20     -1     0      0      0      1        1      100.0% 0.16      
5M   30     10     40     50     50     40     0      0      1      1      1        0      0.0% -0.26     
5M   30     10     40     60     40     10     -1     -1     1      1      1        0      0.0% -0.27     
5M   30     10     40     100    30     10     0      0      0      0      1        0      0.0% -0.12     
5M   30     10     50     20     10     20     -1     0      0      0      1        0      0.0% -0.11     
5M   30     10     50     20     10     30     1      0      0      0      1        0      0.0% -0.31     
5M   30     10     50     30     10     10     -1     0      1      1      1        0      0.0% -0.09     
5M   30     10     50     30     10     20     0      0      -1     -1     1        0      0.0% -0.09     
5M   30     10     50     30     60     20     0      0      0      0      1        1      100.0% 0.14      
5M   30     10     50     40     20     40     0      0      0      0      1        0      0.0% -0.09     
5M   30     10     50     40     30     20     1      -1     1      1      1        1      100.0% 0.12      
5M   30     10     60     10     10     20     0      0      0      0      1        0      0.0% -0.21     
5M   30     10     60     10     50     30     1      0      0      0      1        1      100.0% 0.14      
5M   30     10     60     20     10     10     -1     -1     0      0      1        1      100.0% 0.07      
5M   30     10     60     20     20     20     0      0      0      0      1        0      0.0% -0.09     
5M   30     10     60     20     20     20     1      0      0      0      1        0      0.0% -0.09     
5M   30     10     60     20     20     40     1      0      0      0      1        0      0.0% -0.10     
5M   30     10     60     20     40     30     0      0      -1     -1     1        0      0.0% -0.14     
5M   30     10     60     30     20     20     0      0      0      0      1        1      100.0% 0.16      
5M   30     10     60     30     30     20     0      0      -1     -1     1        0      0.0% -0.11     
5M   30     10     60     30     30     20     1      0      -1     -1     1        1      100.0% 0.26      
5M   30     10     60     50     20     30     0      0      0      0      1        0      0.0% -0.40     
5M   30     10     60     60     10     10     0      0      -1     -1     1        0      0.0% -0.05     
5M   30     10     70     10     10     70     -1     0      1      1      1        1      100.0% 0.10      
5M   30     10     70     10     20     20     1      0      0      0      1        0      0.0% -0.12     
5M   30     10     70     10     30     10     1      0      0      0      1        0      0.0% -0.13     
5M   30     10     70     10     30     20     0      0      0      0      1        1      100.0% 0.17      
5M   30     10     70     10     30     40     -1     0      0      0      1        0      0.0% -0.11     
5M   30     10     70     10     40     30     1      0      1      1      1        0      0.0% -0.17     
5M   30     10     70     20     20     20     -1     0      0      0      1        0      0.0% -0.06     
5M   30     10     70     40     20     20     0      0      0      0      2        0      0.0% -0.30     
5M   30     10     70     40     30     40     -1     0      0      0      1        1      100.0% 0.17      
5M   30     10     70     60     20     20     -1     0      0      0      1        1      100.0% 0.09      
5M   30     10     70     90     20     20     -1     -1     0      0      1        0      0.0% -0.05     
5M   30     10     80     20     30     10     0      1      0      0      1        1      100.0% 0.09      
5M   30     10     80     20     40     40     1      0      0      0      1        0      0.0% -0.17     
5M   30     10     80     30     40     40     0      0      0      0      1        0      0.0% -0.04     
5M   30     10     80     30     50     30     1      0      0      0      1        0      0.0% -0.13     
5M   30     10     80     40     20     30     1      0      0      0      1        0      0.0% -0.11     
5M   30     10     80     50     20     20     0      0      0      0      1        0      0.0% -0.14     
5M   30     10     80     50     20     20     1      0      0      0      1        0      0.0% -0.04     
5M   30     10     80     50     30     40     0      0      0      0      1        1      100.0% 0.08      
5M   30     10     80     50     60     50     0      1      0      0      1        0      0.0% -0.22     
5M   30     10     80     60     20     20     -1     0      0      0      1        0      0.0% -0.05     
5M   30     10     80     60     20     40     0      0      0      0      1        1      100.0% 0.19      
5M   30     10     80     60     70     10     0      0      -1     -1     1        1      100.0% 0.24      
5M   30     10     80     90     40     30     0      0      1      1      1        0      0.0% -0.07     
5M   30     10     90     30     10     30     0      0      0      0      1        0      0.0% -0.11     
5M   30     10     90     60     30     40     0      0      0      0      1        0      0.0% -0.15     
5M   30     10     90     70     40     30     0      0      0      0      1        0      0.0% -0.21     
5M   30     10     90     70     90     60     1      0      0      0      1        0      0.0% -0.12     
5M   30     10     90     100    70     100    0      0      0      0      1        0      0.0% -0.04     
5M   30     10     100    10     60     40     -1     0      0      0      1        0      0.0% -0.09     
5M   30     10     100    30     10     50     0      0      0      0      1        0      0.0% -0.15     
5M   30     10     100    40     20     60     -1     0      0      0      1        1      100.0% 0.27      
5M   30     10     100    40     30     10     0      0      0      0      1        0      0.0% -0.14     
5M   30     10     100    50     20     10     0      0      0      0      1        0      0.0% -0.10     
5M   30     10     100    50     50     30     1      0      0      0      1        0      0.0% -0.13     
5M   30     10     100    60     10     10     1      1      -1     -1     1        0      0.0% -0.29     
5M   30     10     100    90     40     80     0      0      -1     -1     1        0      0.0% -0.12     
5M   30     20     40     20     30     20     -1     0      1      1      1        1      100.0% 0.24      
5M   30     20     60     10     20     20     1      0      -1     -1     1        0      0.0% -0.13     
5M   30     20     60     20     10     10     0      0      0      0      1        0      0.0% -0.13     
5M   30     30     40     60     20     10     0      0      1      1      1        0      0.0% -0.21     
5M   30     30     50     10     20     30     -1     0      1      1      1        0      0.0% -0.65     
5M   30     30     50     50     20     20     1      0      1      1      1        0      0.0% -0.16     
5M   30     30     100    10     30     20     -1     0      1      1      1        1      100.0% 0.09      
5M   30     40     70     10     20     20     -1     0      0      0      1        0      0.0% -0.41     
5M   30     40     70     30     40     50     0      0      0      0      1        0      0.0% -0.16     
5M   30     90     70     10     20     20     0      0      1      1      1        0      0.0% -0.13     
5M   40     10     10     20     20     10     -1     -1     1      1      1        0      0.0% -0.60     
5M   40     10     10     30     40     70     1      0      0      0      1        0      0.0% -0.15     
5M   40     10     10     90     80     100    0      0      0      0      1        1      100.0% 0.14      
5M   40     10     10     100    80     80     0      0      0      0      1        0      0.0% -0.11     
